token,kelas,bobot
ratus,Ekonomi,3.2931846E-5
raya,Ekonomi,1.09343615E-4
relawan,Ekonomi,8.200771E-5
rencana,Ekonomi,6.833976E-5
republikaonline,Ekonomi,6.833976E-4
residen014,Ekonomi,0.0
residen014com,Ekonomi,0.0
resmi,Ekonomi,5.4671807E-5
revolusi,Ekonomi,0.0
ri,Ekonomi,0.0
ribu,Ekonomi,0.0
rieke_diah,Ekonomi,2.7335904E-5
rimanews,Ekonomi,0.0
rmolco,Ekonomi,0.0
rr,Ekonomi,2.3235519E-4
rt,Ekonomi,0.0
rumah,Ekonomi,9.567566E-5
rupa,Ekonomi,0.0
saat,Ekonomi,6.833976E-5
sadar,Ekonomi,6.833976E-5
saididu,Ekonomi,5.4671807E-5
saja,Ekonomi,0.0
sakit,Ekonomi,1.3667952E-5
salah,Ekonomi,0.0
sama,Ekonomi,0.0
samad,Ekonomi,8.0640917E-4
sampah,Ekonomi,0.0
sampai,Ekonomi,9.567566E-5
sangat,Ekonomi,2.7335904E-5
santai,Ekonomi,0.0
santri,Ekonomi,0.0
sapi,Ekonomi,8.200771E-5
saran,Ekonomi,4.1003856E-5
satu,Ekonomi,1.3667952E-5
saudara,Ekonomi,4.1003856E-5
saya,Ekonomi,0.0
sayang,Ekonomi,0.0
sayapilihjokowi,Ekonomi,2.7335904E-5
sayasujiatmi,Ekonomi,1.3667952E-5
sby,Ekonomi,1.3667952E-4
sda,Ekonomi,1.3667952E-5
se,Ekonomi,2.7335904E-5
sebab,Ekonomi,0.0
sebut,Ekonomi,0.0
sedang,Ekonomi,6.833976E-5
sederhana,Ekonomi,2.7335904E-5
sehat,Ekonomi,0.0
sejahtera,Ekonomi,0.0
sejak,Ekonomi,0.0
sekarang,Ekonomi,6.833976E-5
sekarbarbiegirl,Ekonomi,3.2931846E-5
selain,Ekonomi,0.0
selalu,Ekonomi,1.3667952E-5
selamat,Ekonomi,4.1003856E-5
selesai,Ekonomi,0.0
seluruh,Ekonomi,1.3667952E-5
semangat,Ekonomi,0.0
semiaji_w,Ekonomi,5.4671807E-5
sempat,Ekonomi,0.0
semua,Ekonomi,8.200771E-5
senang,Ekonomi,1.3667952E-5
sendiri,Ekonomi,0.0
sepakat,Ekonomi,0.0
sepeda,Ekonomi,0.0
seperti,Ekonomi,0.0
serah,Ekonomi,1.3667952E-5
serang,Ekonomi,0.0
serbet,Ekonomi,0.0
serikat,Ekonomi,1.9135133E-4
sering,Ekonomi,4.1003856E-5
seru,Ekonomi,0.0
setelah,Ekonomi,0.0
sholat,Ekonomi,0.0
si,Ekonomi,0.0
siap,Ekonomi,8.200771E-5
siapa,Ekonomi,0.0
sih,Ekonomi,0.0
sikap,Ekonomi,0.0
sindir,Ekonomi,5.4671807E-5
singa_maritim,Ekonomi,4.1003856E-5
sistem,Ekonomi,0.0
slang,Ekonomi,0.0
sm,Ekonomi,0.0
smp,Ekonomi,4.1003856E-5
soal,Ekonomi,0.0
sodor,Ekonomi,0.0
sok,Ekonomi,1.3667952E-5
sokan,Ekonomi,0.0
sokong,Ekonomi,2.7335904E-5
solo,Ekonomi,4.1003856E-5
sorot,Ekonomi,0.0
sosial,Ekonomi,0.0
sosok,Ekonomi,6.833976E-5
spi,Ekonomi,2.7335904E-5
st,Ekonomi,0.0
sua,Ekonomi,0.0
suai,Ekonomi,2.7335904E-5
suara,Ekonomi,1.3667952E-5
subsidi,Ekonomi,2.3235519E-4
subuh,Ekonomi,0.0
sudah,Ekonomi,0.0
suka,Ekonomi,9.567566E-5
sukses,Ekonomi,0.0
sumpah,Ekonomi,0.0
survei,Ekonomi,2.596911E-4
surya,Ekonomi,0.0
susul,Ekonomi,1.09343615E-4
susup,Ekonomi,0.0
sy,Ekonomi,2.7335904E-5
t,Ekonomi,2.7335904E-5
tadi,Ekonomi,2.7335904E-5
tahu,Ekonomi,0.0
tahun,Ekonomi,2.596911E-4
tak,Ekonomi,0.0
takut,Ekonomi,4.1003856E-5
tambah,Ekonomi,0.0
tanda,Ekonomi,1.3667952E-5
tang,Ekonomi,2.7335904E-5
tanggap,Ekonomi,3.622503E-4
tani,Ekonomi,0.0
tanpa,Ekonomi,9.567566E-5
tanya,Ekonomi,4.1003856E-5
tapi,Ekonomi,0.0
tarik,Ekonomi,1.3667952E-5
tawa,Ekonomi,6.833976E-5
tbayupatti,Ekonomi,0.0
tegas,Ekonomi,2.7335904E-5
tekan,Ekonomi,3.2931846E-5
telah,Ekonomi,5.4671807E-5
teman,Ekonomi,2.7335904E-5
tempat,Ekonomi,0.0
tempodotco,Ekonomi,0.0
temu,Ekonomi,0.0
tengah,Ekonomi,1.3667952E-5
tengok,Ekonomi,0.0
tentang,Ekonomi,0.0
tentu,Ekonomi,0.0
tepat,Ekonomi,1.3667952E-5
terang,Ekonomi,1.3667952E-5
terima,Ekonomi,2.9638663E-4
ternak,Ekonomi,0.0
terobos,Ekonomi,6.586369E-5
terus,Ekonomi,8.200771E-5
tetap,Ekonomi,0.0
tetep,Ekonomi,1.3667952E-5
tfb,Ekonomi,0.0
the,Ekonomi,2.7335904E-5
tiap,Ekonomi,2.7335904E-5
tiba,Ekonomi,0.0
tidak,Ekonomi,0.0
tiga,Ekonomi,1.3667952E-5
tim,Ekonomi,0.0
timbang,Ekonomi,1.3667952E-5
timur,Ekonomi,0.0
tinggal,Ekonomi,0.0
tipu,Ekonomi,6.833976E-5
tiru,Ekonomi,0.0
to,Ekonomi,2.7335904E-5
tokoh,Ekonomi,2.7335904E-5
tolak,Ekonomi,0.0
top,Ekonomi,0.0
topeng,Ekonomi,1.3667952E-5
transportasi,Ekonomi,0.0
trauma,Ekonomi,0.0
tribunnews,Ekonomi,4.1003856E-5
triomacan,Ekonomi,6.833976E-5
triomacan000,Ekonomi,6.833976E-5
tu,Ekonomi,0.0
tuduh,Ekonomi,3.143629E-4
tuhan,Ekonomi,1.3667952E-5
tuit,Ekonomi,0.0
tuju,Ekonomi,0.0
tum,Ekonomi,0.0
tunggu,Ekonomi,0.0
tuntas,Ekonomi,6.833976E-5
tuntut,Ekonomi,4.1003856E-5
turun,Ekonomi,2.7335904E-5
turut,Ekonomi,0.0
tutup,Ekonomi,0.0
tv,Ekonomi,2.7335904E-5
uang,Ekonomi,0.007574325
ubah,Ekonomi,2.7335904E-5
uji,Ekonomi,0.0
ujung,Ekonomi,0.0
ump,Ekonomi,0.0
umum,Ekonomi,8.200771E-5
un,Ekonomi,5.4671807E-5
undang,Ekonomi,0.0
ungkap,Ekonomi,0.0
untuk,Ekonomi,0.0
untung,Ekonomi,6.833976E-5
upah,Ekonomi,4.920463E-4
urus,Ekonomi,0.0
usaha,Ekonomi,1.5034748E-4
usai,Ekonomi,0.0
usul,Ekonomi,2.7335904E-5
usung,Ekonomi,0.0
ut,Ekonomi,1.3667952E-5
uu,Ekonomi,3.2931846E-5
via,Ekonomi,0.0
video,Ekonomi,0.0
visi,Ekonomi,5.4671807E-5
vs,Ekonomi,5.4671807E-5
wah,Ekonomi,2.7335904E-5
wakil,Ekonomi,0.0
waktu,Ekonomi,4.1003856E-5
wanita,Ekonomi,4.1003856E-5
wapres,Ekonomi,0.0
warga,Ekonomi,4.1003856E-5
warna,Ekonomi,0.0
wong,Ekonomi,2.7335904E-5
wow,Ekonomi,2.7335904E-5
wujud,Ekonomi,0.0
ya,Ekonomi,1.9135133E-4
yah,Ekonomi,4.1003856E-5
yakin,Ekonomi,0.0
yang,Ekonomi,0.0
yg,Ekonomi,0.0
youtube,Ekonomi,0.0
1,Pendidikan,0.0
10,Pendidikan,0.0
2,Pendidikan,0.0
2014,Pendidikan,0.0
3,Pendidikan,0.0
4,Pendidikan,0.0
5,Pendidikan,0.0
6,Pendidikan,0.0
7,Pendidikan,0.0
9,Pendidikan,0.0
99,Pendidikan,0.0
Abraham,Pendidikan,0.0
Aceh,Pendidikan,0.0
Ahok,Pendidikan,0.0
Ambulan,Pendidikan,0.0
Assadiqulhaq,Pendidikan,0.0
BEJO,Pendidikan,0.0
Bara_Jokowi,Pendidikan,0.0
Bertemu,Pendidikan,0.0
Bimbim,Pendidikan,0.0
Bisniscom,Pendidikan,0.0
Blusukan,Pendidikan,0.0
Caleg,Pendidikan,0.0
Capres,Pendidikan,0.0
Cawapres,Pendidikan,0.0
Cawapresnya,Pendidikan,0.0
Chrisnandi,Pendidikan,0.0
Dahlan,Pendidikan,0.0
Dampingi,Pendidikan,0.0
Deal,Pendidikan,0.0
Dolly,Pendidikan,0.0
Dunia_Que,Pendidikan,0.0
ESEMKA,Pendidikan,0.0
Effect,Pendidikan,0.0
Esemka,Pendidikan,0.0
Fahrihamzah,Pendidikan,0.0
Foke,Pendidikan,0.0
FollowRadioPepatah,Pendidikan,0.0
GSPB,Pendidikan,0.0
GantiJakarta,Pendidikan,0.0
Gerindra,Pendidikan,0.0
Geruduk,Pendidikan,0.0
Golkar,Pendidikan,0.0
Gondangdia,Pendidikan,0.0
HTTP,Pendidikan,0.0
Hafidz_Ary,Pendidikan,0.0
Haha,Pendidikan,0.0
Hahaha,Pendidikan,0.0
Hanura,Pendidikan,0.0
Host,Pendidikan,0.0
Hura,Pendidikan,0.0
Ical,Pendidikan,0.0
Imin,Pendidikan,0.0
Indosiar,Pendidikan,0.0
IndosiarID,Pendidikan,0.0
Interupsi_ID,Pendidikan,0.0
Iskan,Pendidikan,0.0
IwanPiliang,Pendidikan,0.0
Izrail,Pendidikan,0.0
JKW4P,Pendidikan,0.0
JKWaInd,Pendidikan,0.0
JKWaP,Pendidikan,0.0
JOKOWI,Pendidikan,0.0
JPNN,Pendidikan,0.0
JTmor,Pendidikan,0.0
Jakarta,Pendidikan,0.0
Jakut,Pendidikan,0.0
Jasmev,Pendidikan,0.0
Jatim,Pendidikan,0.0
Jawa,Pendidikan,0.0
JkwaInd,Pendidikan,0.0
Joko,Pendidikan,0.0
Jokowi,Pendidikan,0.0
JokowiCentre,Pendidikan,0.0
JokowiJK,Pendidikan,0.0
Jokowi_do,Pendidikan,1.0887909E-4
JokowiaMe,Pendidikan,0.0
JokowiforPresident,Pendidikan,0.0
Jusuf,Pendidikan,0.0
KSPI,Pendidikan,0.0
Kalangan,Pendidikan,0.0
Kalla,Pendidikan,0.0
KartikaDjumadi,Pendidikan,0.0
KilasIndonesia,Pendidikan,0.0
Kunjungi,Pendidikan,0.0
Lyrik,Pendidikan,0.0
Mahfud,Pendidikan,0.0
MangUsil,Pendidikan,0.0
MayDay,Pendidikan,0.0
Megawati,Pendidikan,0.0
Metro_TV,Pendidikan,0.0
Mojokerto,Pendidikan,0.0
Muhaimin,Pendidikan,0.0
Musrenbangnas,Pendidikan,0.0
MustofaNahra,Pendidikan,0.0
NEWS,Pendidikan,0.0
NKRI,Pendidikan,0.0
NMCBINUSroia,Pendidikan,0.0
NasDem,Pendidikan,0.0
Nasdem,Pendidikan,0.0
News,Pendidikan,0.0
Ngotot,Pendidikan,0.0
Nonton,Pendidikan,0.0
Online,Pendidikan,0.0
OpenFollow,Pendidikan,0.0
Outsourcing,Pendidikan,0.0
PDIP,Pendidikan,0.0
PDI_Perjuangan,Pendidikan,0.0
PRABOWO,Pendidikan,1.0887909E-4
PartaiSocmed,Pendidikan,0.0
Pelayan,Pendidikan,0.0
Pencapresan,Pendidikan,0.0
Pilpres,Pendidikan,0.0
Prabowo,Pendidikan,0.0
Prabowoob,Pendidikan,0.0
Pranowo,Pendidikan,0.0
Proxy,Pendidikan,0.0
Recoki,Pendidikan,0.0
Relawan_jokowi,Pendidikan,0.0
Republika,Pendidikan,0.0
Rhoma,Pendidikan,0.0
Rieke,Pendidikan,0.0
RigelDij,Pendidikan,0.0
Ronnie_Rusli,Pendidikan,0.0
Ryacudu,Pendidikan,0.0
Ryamizard,Pendidikan,0.0
Ryamizard_R,Pendidikan,0.0
SBSI,Pendidikan,0.0
SBYudhoyono,Pendidikan,0.0
Sarah_Pnd,Pendidikan,0.0
SaveAnasU,Pendidikan,0.0
SayaPilihJokowi,Pendidikan,0.0
Sekjen,Pendidikan,0.0
Setelah,Pendidikan,0.0
Subianto,Pendidikan,0.0
Tangerang,Pendidikan,0.0
TeamFollowBack,Pendidikan,0.0
Temui,Pendidikan,0.0
Tertawaan,Pendidikan,0.0
Tina_Talisa,Pendidikan,0.0
Transparent,Pendidikan,0.0
Tribun,Pendidikan,0.0
TrioMacan,Pendidikan,0.0
TuitIndonesia,Pendidikan,0.0
VIVAPemilu,Pendidikan,0.0
VIVAnews,Pendidikan,0.0
WJB__,Pendidikan,0.0
Widodo,Pendidikan,0.0
YouTube,Pendidikan,0.0
Yuddy,Pendidikan,0.0
_,Pendidikan,0.0
a,Pendidikan,0.0
aPartaiSocmed,Pendidikan,0.0
abubakarsidiqjj,Pendidikan,0.0
aburizalbakrie,Pendidikan,0.0
acan000,Pendidikan,0.0
acara,Pendidikan,0.0
ada,Pendidikan,0.0
adalah,Pendidikan,0.0
adetikcom,Pendidikan,1.6331863E-4
adik,Pendidikan,0.0
adil,Pendidikan,0.0
adu,Pendidikan,0.0
agama,Pendidikan,0.0
agar,Pendidikan,0.0
ah,Pendidikan,1.0887909E-4
ahok,Pendidikan,0.0
ajak,Pendidikan,0.0
ajar,Pendidikan,0.0
akan,Pendidikan,0.0
akhir,Pendidikan,0.0
akompascom,Pendidikan,0.0
aksi,Pendidikan,0.0
aku,Pendidikan,0.0
akun,Pendidikan,0.0
al,Pendidikan,0.0
ala,Pendidikan,0.0
alami,Pendidikan,0.0
alas,Pendidikan,0.0
alhamdulillah,Pendidikan,0.0
aliputangdotcom,Pendidikan,0.0
aman,Pendidikan,0.0
amat,Pendidikan,0.0
ambil,Pendidikan,0.0
ambulans,Pendidikan,0.0
amohmahfudmd,Pendidikan,0.0
amrbodel,Pendidikan,0.0
anak,Pendidikan,0.0
anda,Pendidikan,0.0
aneh,Pendidikan,0.0
anggap,Pendidikan,0.0
antara,Pendidikan,0.0
antek,Pendidikan,0.0
anti,Pendidikan,0.0
anull,Pendidikan,5.4439544E-5
apa,Pendidikan,0.0
apakah,Pendidikan,0.0
apalagi,Pendidikan,0.0
arah,Pendidikan,0.0
arb,Pendidikan,0.0
arepublikaonline,Pendidikan,0.0
arti,Pendidikan,0.0
as,Pendidikan,0.0
asal,Pendidikan,0.0
asing,Pendidikan,0.0
asli,Pendidikan,0.0
asmev014,Pendidikan,0.0
atas,Pendidikan,0.0
atau,Pendidikan,0.0
awal,Pendidikan,0.0
ayo,Pendidikan,0.0
b,Pendidikan,0.0
baca,Pendidikan,0.0
bagai,Pendidikan,0.0
bagaimana,Pendidikan,0.0
bagi,Pendidikan,0.0
bagus,Pendidikan,0.0
bahan,Pendidikan,0.0
bahas,Pendidikan,0.0
bahkan,Pendidikan,0.0
bahwa,Pendidikan,0.0
baik,Pendidikan,0.0
baju,Pendidikan,0.0
bakal,Pendidikan,0.0
bakar,Pendidikan,0.0
balik,Pendidikan,0.0
banding,Pendidikan,0.0
bang,Pendidikan,0.0
banget,Pendidikan,0.0
bangga,Pendidikan,0.0
bangsa,Pendidikan,1.0887909E-4
bangun,Pendidikan,0.0
bangunsiap,Pendidikan,0.0
banjir,Pendidikan,0.0
bantu,Pendidikan,5.4439544E-5
banyak,Pendidikan,0.0
bapak,Pendidikan,0.0
baris,Pendidikan,0.0
baru,Pendidikan,0.0
basuki_btp,Pendidikan,0.0
batal,Pendidikan,0.0
bawa,Pendidikan,0.0
bayang,Pendidikan,0.0
bayar,Pendidikan,0.0
bbm,Pendidikan,0.0
beda,Pendidikan,0.0
been,Pendidikan,0.0
begini,Pendidikan,0.0
begitu,Pendidikan,0.0
bela,Pendidikan,0.0
belakang,Pendidikan,0.0
beli,Pendidikan,0.0
beliau,Pendidikan,0.0
belum,Pendidikan,0.0
benar,Pendidikan,0.0
benci,Pendidikan,0.0
bentuk,Pendidikan,0.0
berani,Pendidikan,0.0
berapa,Pendidikan,0.0
beri,Pendidikan,0.0
berita,Pendidikan,0.0
bersih,Pendidikan,0.0
besar,Pendidikan,0.0
besok,Pendidikan,1.6331863E-4
betul,Pendidikan,0.0
biar,Pendidikan,0.0
biasa,Pendidikan,0.0
biaya,Pendidikan,0.0
bicara,Pendidikan,0.0
bijak,Pendidikan,0.0
bikin,Pendidikan,0.0
bila,Pendidikan,0.0
bilang,Pendidikan,0.0
bisa,Pendidikan,0.0
blusukan,Pendidikan,0.0
bodoh,Pendidikan,0.0
bohong,Pendidikan,0.0
boleh,Pendidikan,0.0
boneka,Pendidikan,0.0
bos,Pendidikan,0.0
botMotivasi,Pendidikan,0.0
btw,Pendidikan,0.0
bu,Pendidikan,0.0
buat,Pendidikan,0.0
budimandjatmiko,Pendidikan,0.0
buka,Pendidikan,0.0
bukan,Pendidikan,0.0
bukti,Pendidikan,0.0
buku,Pendidikan,0.0
bulan,Pendidikan,0.0
bung,Pendidikan,0.0
bungkus,Pendidikan,0.0
buruh,Pendidikan,0.0
butuh,Pendidikan,0.0
by,Pendidikan,0.0
cak,Pendidikan,0.0
calon,Pendidikan,0.0
capres,Pendidikan,0.0
cara,Pendidikan,0.0
cari,Pendidikan,0.0
catat,Pendidikan,0.0
cawapres,Pendidikan,0.0
cawapresnya,Pendidikan,0.0
cc,Pendidikan,0.0
celaka,Pendidikan,0.0
cerdas,Pendidikan,0.0
chirpified,Pendidikan,0.0
chirpstory,Pendidikan,0.0
cilik,Pendidikan,0.0
cina,Pendidikan,0.0
cinta,Pendidikan,0.0
citra,Pendidikan,0.0
coba,Pendidikan,0.0
cocok,Pendidikan,0.0
cont,Pendidikan,0.0
cukong,Pendidikan,0.0
cukup,Pendidikan,0.0
culik,Pendidikan,0.0
cuma,Pendidikan,0.0
d,Pendidikan,0.0
daerah,Pendidikan,0.0
daftar,Pendidikan,0.0
dagang,Pendidikan,0.0
dalam,Pendidikan,0.0
damping,Pendidikan,0.0
dampingi,Pendidikan,0.0
dan,Pendidikan,0.0
dana,Pendidikan,0.0
dapat,Pendidikan,0.0
dari,Pendidikan,0.0
daripada,Pendidikan,0.0
datang,Pendidikan,0.0
day,Pendidikan,0.0
deh,Pendidikan,0.0
dekat,Pendidikan,0.0
deklarasi,Pendidikan,0.0
demi,Pendidikan,0.0
demo,Pendidikan,0.0
demokrat,Pendidikan,0.0
dengan,Pendidikan,0.0
dengar,Pendidikan,0.0
depan,Pendidikan,0.0
detik,Pendidikan,0.0
detikcom,Pendidikan,0.0
di,Pendidikan,0.0
dia,Pendidikan,0.0
dialog,Pendidikan,0.0
didik,Pendidikan,0.0056402134
diri,Pendidikan,0.0
dki,Pendidikan,0.0
do,Pendidikan,0.0
dong,Pendidikan,0.0
dosa,Pendidikan,0.0
dua,Pendidikan,0.0
dubes,Pendidikan,0.0
duet,Pendidikan,0.0
duga,Pendidikan,5.4439544E-5
dukung,Pendidikan,0.0
dulu,Pendidikan,0.0
dunia,Pendidikan,0.0
eh,Pendidikan,0.0
ekonomi,Pendidikan,0.0
elite,Pendidikan,0.0
emang,Pendidikan,0.0
era,Pendidikan,0.0
etis,Pendidikan,5.4439544E-5
fadjruL,Pendidikan,0.0
fakta,Pendidikan,0.0
farhatabbaslaw,Pendidikan,0.0
fitnah,Pendidikan,0.0
for,Pendidikan,0.0
foto,Pendidikan,0.0
frans_surya,Pendidikan,0.0
g,Pendidikan,0.0
ga,Pendidikan,5.4439544E-5
gabung,Pendidikan,0.0
gagal,Pendidikan,0.0
gaji,Pendidikan,0.0
gak,Pendidikan,0.0
galau,Pendidikan,0.0
gambar,Pendidikan,0.0
ganjar,Pendidikan,0.0
gara,Pendidikan,0.0
gbk,Pendidikan,0.0
giat,Pendidikan,0.0
gila,Pendidikan,0.0
grup,Pendidikan,0.0
gub,Pendidikan,0.0
gubernur,Pendidikan,0.0
guna,Pendidikan,0.0
guru,Pendidikan,0.0199375
h,Pendidikan,0.0
ha,Pendidikan,0.0
hadap,Pendidikan,0.0
hadiah,Pendidikan,0.0
hadir,Pendidikan,0.0
hadiri,Pendidikan,0.0
hafidz_ary,Pendidikan,0.0
hak,Pendidikan,0.0
hal,Pendidikan,0.0
ham,Pendidikan,0.0
hamzah,Pendidikan,0.0
hanya,Pendidikan,0.0
hapus,Pendidikan,0.0
harap,Pendidikan,0.0
harga,Pendidikan,0.0
hari,Pendidikan,0.0
harus,Pendidikan,0.0
has,Pendidikan,0.0
hasil,Pendidikan,0.0
hati,Pendidikan,0.0
haz,Pendidikan,0.0
he,Pendidikan,0.0
hebat,Pendidikan,0.0
heboh,Pendidikan,0.0
henti,Pendidikan,0.0
hidup,Pendidikan,0.0
hilang,Pendidikan,0.0
hina,Pendidikan,0.0
hingga,Pendidikan,0.0
hitam,Pendidikan,0.0
honorer,Pendidikan,0.0158713
http,Pendidikan,0.0
httpt,Pendidikan,0.0
httptc,Pendidikan,0.0
httptco,Pendidikan,0.0
httptcoe91SeQ3NYc,Pendidikan,0.0
hukum,Pendidikan,0.0
hura,Pendidikan,0.0
i,Pendidikan,0.0
ibu,Pendidikan,0.0
ide,Pendidikan,0.0
ideal,Pendidikan,0.0
ikan,Pendidikan,0.0
ikut,Pendidikan,0.0
imbau,Pendidikan,0.0
impor,Pendidikan,0.0
in,Pendidikan,0.0
indogroupon,Pendidikan,0.0
indonesia,Pendidikan,0.0
indosiar,Pendidikan,0.0
info,Pendidikan,0.0
ingat,Pendidikan,0.0
ingin,Pendidikan,0.0
ingkar,Pendidikan,0.0
ini,Pendidikan,0.0
inilahdotcom,Pendidikan,0.0
internasional,Pendidikan,0.0
interupsi,Pendidikan,0.0
ipb,Pendidikan,0.0
irama,Pendidikan,0.0
is,Pendidikan,0.0
isi,Pendidikan,0.0
islam,Pendidikan,5.4439544E-5
istana,Pendidikan,0.0
isu,Pendidikan,5.4439544E-5
itu,Pendidikan,0.0
iya,Pendidikan,0.0
jabat,Pendidikan,0.0
jadi,Pendidikan,0.0
jaga,Pendidikan,0.0
jahat,Pendidikan,0.0
jakarta,Pendidikan,0.0
jalan,Pendidikan,0.0
jalin,Pendidikan,0.0
jam,Pendidikan,0.0
jangan,Pendidikan,0.0
janji,Pendidikan,0.0
jantung,Pendidikan,0.0
jasmev,Pendidikan,0.0
jasmev014,Pendidikan,0.0
jauh,Pendidikan,0.0
jawab,Pendidikan,0.0
jd,Pendidikan,3.810768E-4
jelas,Pendidikan,0.0
jelek,Pendidikan,0.0
jenguk,Pendidikan,0.0
jfb,Pendidikan,1.0887909E-4
jgn,Pendidikan,0.0
jika,Pendidikan,0.0
jil,Pendidikan,0.0
jk,Pendidikan,0.0
jkw,Pendidikan,0.0
jkwap,Pendidikan,5.4439544E-5
jok,Pendidikan,0.0
jokowi,Pendidikan,0.0
jokowi_do,Pendidikan,0.0
jokowiforpresident,Pendidikan,0.0
jokowisamad,Pendidikan,0.0
jpnncom,Pendidikan,0.0
jual,Pendidikan,0.0
juang,Pendidikan,0.0
juga,Pendidikan,0.0
jujur,Pendidikan,0.0
jumhur,Pendidikan,0.0
k,Pendidikan,0.0
kabar,Pendidikan,0.0
kader,Pendidikan,0.0
kait,Pendidikan,0.0
kakak,Pendidikan,0.0
kalah,Pendidikan,0.0
kalau,Pendidikan,0.0
kali,Pendidikan,0.0
kalian,Pendidikan,0.0
kalo,Pendidikan,0.0
kami,Pendidikan,0.0
kampanye,Pendidikan,0.0
kamu,Pendidikan,0.0
kan,Pendidikan,0.0
kantor,Pendidikan,0.0
kaos,Pendidikan,0.0
kapan,Pendidikan,0.0
karena,Pendidikan,0.0
kasi,Pendidikan,0.0
kasih,Pendidikan,0.0
kasus,Pendidikan,0.0
kata,Pendidikan,0.0
kaum,Pendidikan,0.0
kawan,Pendidikan,0.0
kaya,Pendidikan,0.0
kayak,Pendidikan,0.0
ke,Pendidikan,5.4439544E-5
kecewa,Pendidikan,0.0
kejora,Pendidikan,0.0
keluar,Pendidikan,0.0
keluarga,Pendidikan,0.0
kemarin,Pendidikan,0.0
kembali,Pendidikan,0.0
kemeja,Pendidikan,0.0
kena,Pendidikan,0.0
kenal,Pendidikan,0.0
kenapa,Pendidikan,0.0
kepada,Pendidikan,0.0
keranda,Pendidikan,0.0
kerap,Pendidikan,2.6233552E-4
keren,Pendidikan,0.0
kerja,Pendidikan,0.0
ketika,Pendidikan,0.0
ketua,Pendidikan,0.0
khusus,Pendidikan,0.0
kian,Pendidikan,0.0
kini,Pendidikan,0.0
kira,Pendidikan,0.0
kita,Pendidikan,0.0
klo,Pendidikan,0.0
koalisi,Pendidikan,0.0
kode,Pendidikan,0.0
kok,Pendidikan,0.0
komitmen,Pendidikan,0.0
kompascom,Pendidikan,0.0
kompasiana,Pendidikan,0.0
komunikasi,Pendidikan,0.0
kondisi,Pendidikan,0.0
konfederasi,Pendidikan,0.0
kontra,Pendidikan,0.0
kontrak,Pendidikan,0.0
korantempo,Pendidikan,0.0
korupsi,Pendidikan,0.0
kota,Pendidikan,0.0
kotak,Pendidikan,0.0
kpk,Pendidikan,0.0
kritik,Pendidikan,0.0
kritik_us,Pendidikan,0.0
kritisi,Pendidikan,0.0
ksn,Pendidikan,0.0
kuasa,Pendidikan,0.0
kuat,Pendidikan,0.0
kubu,Pendidikan,0.0
kuda,Pendidikan,0.0
kumpul,Pendidikan,0.0
kurang,Pendidikan,0.0
kurawa,Pendidikan,0.0
kursi,Pendidikan,0.0
lagi,Pendidikan,0.0
lagu,Pendidikan,2.1775818E-4
lah,Pendidikan,0.0
lahir,Pendidikan,0.0
lain,Pendidikan,0.0
laki,Pendidikan,0.0
laku,Pendidikan,0.0
lalu,Pendidikan,0.0
lama,Pendidikan,0.0
langgar,Pendidikan,0.0
langgeng,Pendidikan,0.0
langsung,Pendidikan,1.3116776E-4
lanjut,Pendidikan,0.0
lapor,Pendidikan,0.0
lawan,Pendidikan,0.0
layak,Pendidikan,0.0
lbh,Pendidikan,0.0
lebih,Pendidikan,0.0
lewat,Pendidikan,0.0
lho,Pendidikan,0.0
lihat,Pendidikan,0.0
liputangdotcom,Pendidikan,0.0
loh,Pendidikan,0.0
lokal,Pendidikan,0.0
lokalisasi,Pendidikan,0.0
lol,Pendidikan,0.0
luar,Pendidikan,0.0
lucu,Pendidikan,0.0
lupa,Pendidikan,0.0
m,Pendidikan,0.0
ma,Pendidikan,0.0
macam,Pendidikan,0.0
macet,Pendidikan,0.0
mah,Pendidikan,0.0
mahfud,Pendidikan,0.0
main,Pendidikan,0.0
maju,Pendidikan,0.0
maka,Pendidikan,0.0
makan,Pendidikan,0.0
makin,Pendidikan,0.0
maksud,Pendidikan,0.0
malaikat,Pendidikan,0.0
malam,Pendidikan,0.0
malu,Pendidikan,0.0
mampu,Pendidikan,0.0
mana,Pendidikan,0.0
mandat,Pendidikan,0.0
mantap,Pendidikan,0.0
marah,Pendidikan,0.0
mari,Pendidikan,0.0
mas,Pendidikan,0.0
masa,Pendidikan,0.0
masalah,Pendidikan,0.0
masih,Pendidikan,0.0
massa,Pendidikan,0.0
masuk,Pendidikan,0.0
masyarakat,Pendidikan,0.0
mata,Pendidikan,0.0
mati,Pendidikan,0.0
mau,Pendidikan,0.0
may,Pendidikan,0.0
mbak,Pendidikan,0.0
md,Pendidikan,0.0
media,Pendidikan,0.0
mega,Pendidikan,0.0
mei,Pendidikan,1.0887909E-4
memang,Pendidikan,0.0
menang,Pendidikan,0.0
mental,Pendidikan,0.0
menteri,Pendidikan,0.0
merdekadotcom,Pendidikan,0.0
mereka,Pendidikan,0.0
mikir,Pendidikan,0.0
milih,Pendidikan,0.0
milik,Pendidikan,0.0
militer,Pendidikan,0.0
min,Pendidikan,0.0
minta,Pendidikan,0.0
misi,Pendidikan,0.0
misteri,Pendidikan,0.0
mmd,Pendidikan,0.0
mobil,Pendidikan,0.0
moga,Pendidikan,0.0
