content,original_id,from,date_created,sentiment,original_sentiment
'Cc-in @jokowi_do2 :)@detikcom: Di Depan Buruh  Prabowo Sindir Pemimpin yang Bohong http://t.co/Oh00A1fdLa via @detik_tv','461888826361667584','yulidyna','2014-05-01 22:24:12','Other','Possibly Negative'
'Bang Jokowi punya visi dan misi yg jelas  siap bersama membangun bangsa ini. Be better','461888783227441156','JokowiNusantara','2014-05-01 22:24:02','Other','Possibly Positive'
'Sing taen nduk jokowi dodo :v@doubleDO_: @gunxnia mule','461888775228891137','gunxnia','2014-05-01 22:24:00','Other','Possibly Negative'
'Ketua Umum SBSI 1992 sebut Jokowi hanya umbar janji : http://t.co/XDgnTWOfSX','461888600301260800','propatri4','2014-05-01 22:23:18','Other','Possibly Positive'
'Can gk usah dukung PDIP lah  busuk semua.RT @TrioMacan2000: RR Capres  Jokowi urusin gorong2 aja  @tondyarifin @liputan6dotcom: Survei: R','461888540985405440','IttceSep','2014-05-01 22:23:04','Other','Possibly Negative'
'Buruh bayaran(BHL)Buruh harian Lepas@cahyowib: Buruh sombong  bgmn kalau   #sambitUpil @VIVAnews  Buruh Tolak Jokowi Jadi Presiden','461888453538349056','Re_bonjav','2014-05-01 22:22:43','Other','Possibly Negative'
'@alvinyudistira: Survei: Ryamizard Tepat Jadi Cawapres Jokowi http://t.co/niLhcFTfZg MANTAP! Jangan sampai wacana itu tidak terealisasi.','461888426271588353','ariansyah347','2014-05-01 22:22:36','Other','Possibly Positive'
'@muhammadedi19 Hak saya mau busukin jokowi kek  prabowo kek  aburizal kek  situ siapa larang saya bicara? TUHAN? hah?','461888381350199297','VRHCL','2014-05-01 22:22:26','Other','Possibly Negative'
'Om Bowo donk :)) RT @liputan6dotcom: Cawapres Jokowi Harus Bisa Rangkul Golongan Buruh http://t.co/oUV6xbhl1d','461888334021677056','ManaloeRIO','2014-05-01 22:22:14','Other','Possibly Positive'
'#GlobeAsia milik kel. #JamesRiady GELEMBUNG kan @Jokowi_do2 MENIPU #PemilihAwam.... http://t.co/QFGXN2MA8V','461888196008509440','irwank2k2','2014-05-01 22:21:42','Other','Possibly Negative'
'RT @yudha1969: KSN Tangerang: Jokowi Bapak Upah Murah http://t.co/bgVjrh0s9w','461888199053541376','inTANGERANGcity','2014-05-01 22:21:42','Other','Possibly Positive'
'Semakin banyak orang cerdas @semiaji_w: Pekik Jokowi Presiden Bergema di Mojokerto http://t.co/j28kK5k6AL','461888181563305984','wahyudi_sudibya','2014-05-01 22:21:38','Other','Possibly Positive'
'RT hitung kancing saja@SINDOnews: PAN galau pilih Jokowi atau Prabowo http://t.co/Nh84YWcfqK','461888107831246849','rullyarmein','2014-05-01 22:21:21','Other','Possibly Negative'
'Buruh sombong  bgmn kalau jd staff ahli Cak Imin ?  #sambitUpil @VIVAnews: Demo di Istana  Buruh Tolak Jokowi Jadi Presiden','461887916625494016','cahyowib','2014-05-01 22:20:35','Other','Possibly Negative'
'Salah pilih wakil Jokowi tumbang! @PSLampung @PartaiSocmed Sebenernya RR didorong2 sebagai upaya pelemahan Jokowi ','461887788179132416','greatharun','2014-05-01 22:20:04','Negative','Negative'
'RT @bewaraco: Serikat Petani Indonesia Dukung Jokowi Maju Jadi Presiden http://t.co/0u731gWsfo #business #dukung #indonesia #jokowi','461887690540335104','IndonesiaTrends','2014-05-01 22:19:41','Other','Possibly Positive'
'SolutifRT @detikcom: Jokowi: Daripada Demo  Lebih Baik Buruh Patungan Beli Ambulans http://t.co/UUT3IJ1dcb','461887535661056002','mmi_indra','2014-05-01 22:19:04','Other','Possibly Positive'
'@TrioMacan2000 @ondel2jkt @detikcom Rekayasa Popularitas Elektabilitas Palsu Jokowi Terbongkar http://t.co/6PjUqDkpnV lewat @sharethis','461887500324065280','tauhid65','2014-05-01 22:18:56','Other','Possibly Negative'
'RT @SINDOnews: Buruh merasa tertipu gerakan dukung Jokowi http://t.co/CO5VEacqgj','461887447769415681','ARISDZULFIKRI','2014-05-01 22:18:43','Other','Possibly Negative'
'Antiklimak Jokowi menuju kenyataan  rakyat sdh jenuh dg janji2 & pencitraan palsu  semakin hari penolakan thd Jokowi semakin meluas.','461887303829303296','niminemlaedere','2014-05-01 22:18:09','Other','Possibly Negative'
'#BreakingNews Prabowo Dapat Dukungan dari Relawan Jokowi http://t.co/zomuGjiPpt','461887276285300736','emikohatoyama','2014-05-01 22:18:02','Other','Possibly Positive'
'Buat ngangkut dia tuh..@TrioMacan2000: ?@faisalyusra: Jokowi: Daripada Demo  Lebih Baik Buruh Beli Ambulans http://t.co/eOfNz2fjWo?','461887196333486081','amanda_batrisya','2014-05-01 22:17:43','Other','Possibly Positive'
'Amin O:) @Si_Rijul: Band papan atasndomad: Hahaha :))@monkeyfamsMLG: band e jokowi ndomad Band sopo iki? ','461887187634507778','ndomad','2014-05-01 22:17:41','Other','Possibly Negative'
'InsyaAllah @lakistyle: #JKW4P #JokowiJK Heboh Ada Sorotan Pelangi di Poster Jokowi  Warga Anggap http://t.co/QKNabtSWvz lewat @Bisniscom','461887164834279425','LoveNiey','2014-05-01 22:17:36','Other','Possibly Positive'
'Soal Kemeja Putih  Dahlan Iskan Bangga Ditiru Jokowi: Saya kan sudah lama pakai kemeja putih  sejak di PLN dul... http://t.co/mnf4vdnGJU','461887153815814144','dwrt78','2014-05-01 22:17:33','Other','Possibly Negative'
'Katanya netral  kok dukung RR yg jadi cawapres nya Jokowi. Udah sesuai bayaran ternyata @TrioMacan2000','461887116960493568','Imad_kun','2014-05-01 22:17:24','Other','Possibly Negative'
'@benisatryo @arman_dhani jokowi gak suka demo buruh kan harga dirinya diinjak2 megagoblok dia cuma bilang rapopo capres kok dongo jongoswi','461887107980484608','tysonaly81','2014-05-01 22:17:22','Other','Possibly Negative'
'@DeliaPK @TrioMacan2000 JOKOWI ??? kalau aku sih yesss !! Jokowi memang spektakuler !!! #BEJO #KEJORA #JKW4P','461887049558020097','Rep_Wanipiro','2014-05-01 22:17:08','Other','Possibly Positive'
'RT @eae18: Ada yang nulis kalau Prabowo jd presiden  minoritas terancam. Harusnya nulis jg kalau Jokowi jd presiden mayoritas terancam. Git?','461887024610676736','ditxsky13','2014-05-01 22:17:02','Other','Possibly Positive'
'lama kayanya ga lihat debat di tivi  tadi lihat bentar... antara umat jokowi dan umat prabowo + katanya pembela buruh... seru jugak','461886923452059648','ujexxlancelot','2014-05-01 22:16:38','Other','Possibly Negative'
'Si Rhoma Irama enggan berkoalisi dengan Jokowi haduhhh???yang ada juga bkin pamor Jokowi ancorrrrrrr ?????????','461886907803107328','irmawalangare','2014-05-01 22:16:34','Other','Possibly Positive'
'Top news: PKB ajukan JK dan Mahfud jadi cawapres Jokowi','461886901096443905','sisworok','2014-05-01 22:16:33','Other','Possibly Positive'
'PKB mo koalisi sama PDIP  bang Rhoma enggan jadi cawapres Jokowi. PDIP jg blm tentu mo gaet anda jd cawapres  silahkan cabut dukungan ke PKB','461886837158473728','BucheZhuang','2014-05-01 22:16:18','Other','Possibly Positive'
'9  @karniilyas @jokowi_do2 @Metro_TV @tvOneNews @kompascom @korantempo:May Day:dibawah Depnaker  sedangkan masalah Maritim dibawah Perhubla','461886802433806336','wstrisno','2014-05-01 22:16:09','Other','Possibly Negative'
'#SinagaNews Prabowo Dapat Dukungan dari Relawan Jokowi http://t.co/VuOHvNnS8E','461886666727116801','Arisfivedragon','2014-05-01 22:15:37','Other','Possibly Positive'
'Pasti dukung Prabowo gara-gara saingan bisnis sama Jokowi.','461886405036109824','Eronism','2014-05-01 22:14:35','Other','Possibly Negative'
'Yang jelas bukan itu kode sapi..:D @Fahrihamzah: Btw kenapa yang bertanda #99 dan #BEJO itu milih jokowi-? Kode apakah itu?','461886347167268867','JohnSaibermanPu','2014-05-01 22:14:21','Other','Possibly Positive'
'cc @partaisocmed Slank Berharap Jokowi Bisa Gandeng Mahfud MD http://t.co/JFbarw5Z3g via @sayangicom','461886086411603968','saefbintoro','2014-05-01 22:13:19','Positive','Positive'
'kw mmg gk ada lwn blusukanny :p RT @bangsat23 Nmny enk nmny asik nmny suka haha drpd aku dismin ma jokowi blusukan  jls2 bd lbi blusukan aku','461886037896081408','MelisaHsb','2014-05-01 22:13:07','Positive','Positive'
'8 @karniilyas @jokowi_do2 @Metro_TV @tvOneNews @kompascom @korantempo:May Day:hakim tdk menguasai masalah Pelaut.Sebaiknya Pelaut dibawah','461886021588627457','wstrisno','2014-05-01 22:13:03','Other','Possibly Positive'
'Ato Judge Dredd? @PartaiSocmed: MMD lah orangnya RT @budisi: Kita butuh Judge Bao buat pendamping Jokowi Tum @PartaiSocmed @mohmahfudmd','461885912171827201','UcengPilek','2014-05-01 22:12:37','Other','Possibly Negative'
'SUPERMAN-JOKOWI  Cocok..@PartaiSocmed: Jadi kita sudah bisa menilai sendiri mana yg akan lebih kuat  duet Jokowi-RR atau duet Jokowi-MMD?','461885861835980800','PurpleSky_007','2014-05-01 22:12:25','Other','Possibly Positive'
'Bapakegua @Siminesian: #Siminanya jokowi / mega wati?','461885755485220864','selviseptina','2014-05-01 22:12:00','Other','Possibly Negative'
'@PurpleSky_007 @PartaiSocmed @Penyeru @mohmahfudmd kok seperti? Jangan2 km mendewakan jokowi ya?','461885648815681536','garishitam_','2014-05-01 22:11:34','Other','Possibly Negative'
'RT @okysaputra9: Twit Heboh @TrioMacan2000  Jokowi Tidak Tahu Arti Al-Amin   Wadowh....  Jokowi yang disanjung-sanjung oleh... http://t.c?','461885598471450624','ezasubrata','2014-05-01 22:11:22','Other','Possibly Negative'
'Ra bisa mikir akuuuhh...@dalgonyes: Ra mikir rapopo adontingbotdet @opahcuki: Mikir oi mikir. Kmsknan jkt meningkat jokowi salahkan pusat','461885597666136066','uchie_anyelir','2014-05-01 22:11:22','Other','Possibly Positive'
'RT @nnoviadiahh: bukannya lebih baik Abraham Samad RT @Jokowi_Ina: Slank dukung Mahfud MD dampingi Jokowi - #JokowiCenter http://t.co/zWgjM?','461885569971146754','tterluka','2014-05-01 22:11:15','Other','Possibly Positive'
'@al__makky okey. Kalau begitu bilang sama bahtiar nasir yg mengkafirkan jokowi  yg dipermasalahkan kan yg jd capres Jokowi knp jd Ahok. IQ?','461885537285320705','abittsabit','2014-05-01 22:11:08','Other','Possibly Positive'
'lagi kepoin cawapres pendamping jokowi ..','461885526979911680','dianahashi','2014-05-01 22:11:05','Other','Possibly Negative'
'Band papan atas@ndomad: Hahaha :))@monkeyfamsMLG: band e jokowi ndomad Band sopo iki? ','461885497753600000','Si_Rijul','2014-05-01 22:10:58','Other','Possibly Negative'
'@IndonesiaCapres mantap jgn biarkan APBN kita digotongroyongkan partai koalisi bapak jokowi....','461885492384915456','TyaSetiya','2014-05-01 22:10:57','Other','Possibly Positive'
'Selamat berjuang pa. @Jokowi_ID. Doa kami di nadimu. #JKW4P.','461885442262966273','Tean_solo','2014-05-01 22:10:45','Other','Possibly Positive'
'Dukung JK! Yey! @mamat_simamat: @sonwikoners hasil survei kandidat capres 2014  dukung siapa? Jokowi/ARB/Prabowo? http://t.co/yUgaffFrIw','461885391780335617','SonWiKoNers','2014-05-01 22:10:33','Other','Possibly Positive'
'Saya ingin teman2 pecinta jokowi yg di FB bisa ikut Jokowi kampanye keliling Indonesia termasuk ke SUMUT..  (Biar... http://t.co/IXDO8waST3','461885388840124417','Alfanbank','2014-05-01 22:10:32','Other','Possibly Positive'
'Judge Bao butuh Jendral Can :) @PartaiSocmed: MMD orangny @budisi: butuh Judge Bao pendamping Jokowi Pii mau gk yg mata sipit? @mohmahfudmd','461885381378457600','Juli_chen888','2014-05-01 22:10:30','Other','Possibly Negative'
'Miss you too   udah tidur tidur RT@lhe_ya: Hi Mr.Bean  jokowi or whatever about your name  I just wanna say Sory and l\'am rally miss you','461885366132162561','Ditaaak_','2014-05-01 22:10:27','Other','Possibly Negative'
'@Jokowi_ID semangat pak jokowi','461885355365380097','DodikFitra','2014-05-01 22:10:24','Other','Possibly Positive'
'Memang sebaiknya JK  tdk maju lg jd Cawapres Jokowi  udh saatnya tinggalkan ursn Dunia  perbanyak ursn Achirat  beri kesempatan yg lain','461885328622489602','Wendra30Wendra','2014-05-01 22:10:18','Negative','Negative'
'Di Kantor SPI  Jokowi Bicara Isu Lahan dan Pembatasan Impor http://t.co/9cYc9UnhIS','461885242102407168','IndonesiaCapres','2014-05-01 22:09:57','Other','Possibly Negative'
'Apa yg sdh kita capai jangan sampai hancur gara2 salah pilih. Pilih Jokowi Sama Saja dengan Memilih Megawati\' http://t.co/OS9rmbks5v','461885141447479297','niminemlaedere','2014-05-01 22:09:33','Negative','Negative'
'Namany enak  namany asyik  namany sukak  hahahahaha....dripda aku dsamain dgn jokowi blusukan  jelas2 beda lebih blusukan aku RT @MelisaHsb','461885132404563969','bangsat23','2014-05-01 22:09:31','Positive','Positive'
'RT @zulhaq_: TERNYATA GAMES JOKOWI ITU BANYAK! :)) http://t.co/mi7TaWaU9q','461885118399803392','azizahneni','2014-05-01 22:09:28','Other','Possibly Positive'
'Apa benar ini foto pak @jokowi_do2 http://t.co/MDNMQ3joWV','461885066507849729','bayusudadi','2014-05-01 22:09:15','Other','Possibly Positive'
'Rakyat Indonesia Menanti JOKOWI sbg Figur Presiden utk Menyelesaikan Naik Kelasnya taraf Kesejahtraan Buruh Tani yg 60% di Pelosok RI ini.','461885056504438785','hamid_hasbun','2014-05-01 22:09:13','Other','Possibly Negative'
'Ada2 saja. Mega  Jokowi  Jacob Soetoyo  Jaringan Yahudi Trilateral Commission http://t.co/ATvewjmTwB','461884994760089600','SamsOche','2014-05-01 22:08:58','Other','Possibly Positive'
'@iyandani4 Sekarang ngajak debat pakai emosi. Gak malu  yang dibela itu udah jelas-jelas bikin orang sakit hati. Dulu saya pro jokowi pak','461884952691609601','VRHCL','2014-05-01 22:08:48','Positive','Positive'
'Hi Mr.Bean   jokowi or whatever about your name  I just wanna say Sory and l\'am rally miss you','461884886987448320','lhe_ya','2014-05-01 22:08:33','Other','Possibly Negative'
'Buruh Merasa Tertipu Dengan Gerakan Dukung Jokowi: Surabaya - Aksi buruh mendukung Joko Widodo (Jokowi) sebaga... http://t.co/HVIBeM3IrV','461884883053182976','beritametro86','2014-05-01 22:08:32','Other','Possibly Negative'
'Dari 31 8 persen responden yang memilih Jokowi pada Februari 2014  turun menjadi 29  8 persen responden pada M... http://t.co/6FSfjDjUyU','461884742539825152','PocongKesurupan','2014-05-01 22:07:58','Other','Possibly Positive'
'@abittsabit saya tidak mengkafirkan pak jokowi  yang dipermasalhkan ahok kyk yg ente sebut td.. SDM ente parah bgt','461884724261052418','Al__Makky','2014-05-01 22:07:54','Other','Possibly Negative'
'bukannya lebih baik Abraham Samad RT @Jokowi_Ina: Slank dukung Mahfud MD dampingi Jokowi - #JokowiCenter http://t.co/3okzp7pAIY #jokowisamad','461884568732057600','nnabilaahmadd','2014-05-01 22:07:17','Other','Possibly Positive'
'RT @dalgonyes: Oh gtu @jetsilvers: @jpnncom: Pentolan Buruh Sebut Jokowi Hanya Umbar Janji http://t.co/7RTR80dcwT #JPNN #pilpres','461884566996017152','Pilihanku2014','2014-05-01 22:07:16','Other','Possibly Positive'
'#Kabar Didatangi Jokowi  SPI Punya Kedekatan Khusus Dengan PDIP?: Jokowi menyambangi untuk mendengar aspirasi ... http://t.co/QXiinAwEB4','461884515770589184','DraGicel','2014-05-01 22:07:04','Other','Possibly Positive'
'.@al__makky betul  masalah bagi anda sbg kader PKS dgn mudahnya lidah anda berucap kafir trhdp siapa pun yg jd lawan termasuk Jokowi.','461884361131171840','abittsabit','2014-05-01 22:06:27','Other','Possibly Negative'
'RT @PartaiSocmed: Mantaap! RT @garishitam_: @PartaiSocmed @Penyeru @mohmahfudmd gemah ripah loh jinawi  mahfud MD bersama jokowi! :D','461884345821982720','SahabatMahfud13','2014-05-01 22:06:24','Other','Possibly Positive'
'@bin_dra Pak @aniesbaswedan sebenarnya bagus. Sayang kampanye timsesnya malah bully Jokowi. Masa sekarang mau jd cawapresnya?','461884346459111424','PartaiSocmed','2014-05-01 22:06:24','Other','Possibly Positive'
'RT @PartaiSocmed: MMD lah orangnya RT @budisi: Kita butuh Judge Bao buat pendamping Jokowi Tum @PartaiSocmed @mohmahfudmd','461884245498032129','budisi','2014-05-01 22:06:00','Other','Possibly Negative'
'RT @niminemlaedere: @intel_TL: Eaaa eaaa >>> KSN Tangerang: Jokowi Bapak Upah Murah http://t.co/49ens0UvY2','461884168700309504','intel_TL','2014-05-01 22:05:41','Other','Possibly Positive'
'MMD lah orangnya RT @budisi: Kita butuh Judge Bao buat pendamping Jokowi Tum @PartaiSocmed @mohmahfudmd','461883920313634816','PartaiSocmed','2014-05-01 22:04:42','Other','Possibly Negative'
'@intel_TL: Eaaa eaaa >>> KSN Tangerang: Jokowi Bapak Upah Murah http://t.co/49ens0UvY2','461883890831851521','niminemlaedere','2014-05-01 22:04:35','Other','Possibly Positive'
'Oh gtu @jetsilvers: @jpnncom: Pentolan Buruh Sebut Jokowi Hanya Umbar Janji http://t.co/7RTR80dcwT #JPNN #pilpres','461883879406583810','dalgonyes','2014-05-01 22:04:32','Other','Possibly Positive'
'@ondarnis @IrensCANTIK @despar54 @RRudian @herilatief @jokowi_do2 @Angeliaputrica bayar disik karyawan sebelum Capres http://t.co/uQg8qomIRv','461883749316046848','Partaredja','2014-05-01 22:04:01','Other','Possibly Negative'
'#EE :  Soal Outsourcing  Jokowi Berpatokan pada Undang-undang http://t.co/jEsEWNVrba','461883654998732801','JerryFadlika','2014-05-01 22:03:39','Other','Possibly Negative'
'Alamat outsourcing bertahan @tribunnews: Soal Outsourcing  Jokowi Berpatokan pada Undang-undang http://t.co/sx3d7JnlcJ','461883652847050752','HarryGreen75','2014-05-01 22:03:38','Other','Possibly Negative'
'RT @jokowil5: Gubernur Babel Optimis Jokowi Menangi Pilpres 2014 Satu Putaran http://t.co/eXXTWPXQmA  #sayapilihjokowi #jokowiforpresident','461883632118820865','rizkygoonerbbs','2014-05-01 22:03:33','Other','Possibly Negative'
'RT @rinariris99: Ketika prabowo janji menata rumah kaum buruh jokowi telah mengawali nata rumah kumuh dg pionir kampung deret yg banyak dir?','461883626611695617','AtapMiring','2014-05-01 22:03:32','Other','Possibly Positive'
'#EE :  Ratusan Relawan Memekikkan Dukungan Totalitas Demi Kemenangan Jokowi http://t.co/30k5Z3Kv9s','461883623621152769','JerryFadlika','2014-05-01 22:03:31','Other','Possibly Positive'
'Nih!!! (tnd seru beruntun) @Bisniscom: PEMILU PRESIDEN 2014: Memilih Jokowi Berarti Memilih Megawati Soekarnoputri http://t.co/vrlduOhhfx','461883605224919040','rosapribawati','2014-05-01 22:03:27','Other','Possibly Positive'
'RT @rinariris99: Inilah realitas yg harus dimengerti publik klo prabowo masih sekedar janji tp jokowi sdh bergerak terus menguatkan buruh m?','461883605266870273','AtapMiring','2014-05-01 22:03:27','Other','Possibly Positive'
'#Yh :  Soal Outsourcing  Jokowi Berpatokan pada Undang-undang http://t.co/wO1oAv2HgD','461883547595571200','JerryFadlika','2014-05-01 22:03:13','Other','Possibly Negative'
'#Yh :  Ratusan Relawan Memekikkan Dukungan Totalitas Demi Kemenangan Jokowi http://t.co/ycacJ04SFl','461883525135089665','JerryFadlika','2014-05-01 22:03:08','Other','Possibly Positive'
'@rrudian @ojih_thenextmen @teh_tariq @vivanews Hadeeh..capek gw lama2 dengerin hujatan nya pra pembrontak jokowi  Asikin aja deh..','461883447082905600','andysebastian76','2014-05-01 22:02:49','Other','Possibly Negative'
'Mantaap! RT @garishitam_: @PartaiSocmed @Penyeru @mohmahfudmd gemah ripah loh jinawi  mahfud MD bersama jokowi! :D','461883430901280768','PartaiSocmed','2014-05-01 22:02:45','Other','Possibly Positive'
'@Bara_Jokowi: jgn bawa2 serikat tani indonesia dukung jokowi  itu hanya segelintir org  yg kebanyakan tdk  jgn asal2 kamu ya .....!','461883377977552900','rush_bido','2014-05-01 22:02:33','Other','Possibly Negative'
'RT @ziusbalo: Enakan jkw-mmd kyaknya RT@PartaiSocmed: Jadi kita sudah bisa menilai sendiri mana yg akan lebih kuat  duet Jokowi-RR atau du?','461883253528346624','PartaiSocmed','2014-05-01 22:02:03','Other','Possibly Positive'
'Gubernur Babel Optimis Jokowi Menangi Pilpres 2014 Satu Putaran http://t.co/dbcuLyI1uu  #sayapilihjokowi #jokowiforpresident','461883190764765184','fiyan_lucky','2014-05-01 22:01:48','Other','Possibly Negative'
'kejam! RT @RRudian: Ngakak tp realita jg ya @FerryMaitimu:  @PartaiSocmed: Jokowi juga suka kuda.. @firmanwangsagun http://t.co/iPoUfQRrEl','461883180664905729','masbedjo','2014-05-01 22:01:46','Other','Possibly Positive'
'Hahaha :))@monkeyfamsMLG: band e jokowi ndomad Band sopo iki?  @monkeyfamsMLG : Loh ucop durung follow mf yo waah  @Si_Rijul : Turu kon','461883134489808896','ndomad','2014-05-01 22:01:35','Other','Possibly Negative'
'iya bang @karniilyas dan yg 10% itu ter\'arah ke pa jokowi smua . and that 90% of it goes to the leader of 10 years we','461883108753965056','tomiset24546065','2014-05-01 22:01:29','Negative','Negative'
'Orang stress ? @liputan6dotcom: Ketua SBSI: Jokowi Jangan Sok-sokan Dukung Buruh http://t.co/QfdTUPFB9M','461883098884366336','RRudian','2014-05-01 22:01:26','Other','Possibly Positive'
'Pentolan buruh biasanya jg hanya cr untung pribadi saja @jpnncom: Pentolan Buruh Sebut Jokowi Hanya Umbar Janji http://t.co/CdElYCWHJT','461882985696874496','HarryGreen75','2014-05-01 22:00:59','Other','Possibly Positive'
'@tbayupatti sy hny ngikuti perkembangan dari jauh aja mas tp ttp berikan dukungan utk jokowi sbb dia lain dari yg lain','461882910119690240','budi254','2014-05-01 22:00:41','Positive','Positive'
'Jokowi Bersyukur PDIP Raih Peringkat Pertama Versi Hitung Cepat http://t.co/4pZRsVvFs5  #sayapilihjokowi #jokowiforpresident','461882872412897280','yunitatika_sari','2014-05-01 22:00:32','Other','Possibly Positive'
'RT @intel_TL: Eaaa eaaa >>> KSN Tangerang: Jokowi Bapak Upah Murah http://t.co/9OCp3zFQHw','461882684953083904','inTANGERANGcity','2014-05-01 21:59:48','Other','Possibly Positive'
'RT @jpnncom: Dahlan Nilai Rasional Gagasan Jokowi Hapus Subsidi BBM 4 Tahun http://t.co/bePLgXRPJL #JPNN #BBM','461882633673134080','ReDITasikmalaya','2014-05-01 21:59:35','Other','Possibly Positive'
'Satu persatu mulai berpaling  Prabowo Dapat Dukungan dari Relawan Jokowi http://t.co/A4gCQUh0T6','461882625318068224','niminemlaedere','2014-05-01 21:59:33','Other','Possibly Positive'
'Eaaa eaaa >>> KSN Tangerang: Jokowi Bapak Upah Murah http://t.co/9OCp3zFQHw','461882540224028673','intel_TL','2014-05-01 21:59:13','Other','Possibly Positive'
'Jokowi banyak Pencitraannya ya -_-','461882531432787969','Standupwrongway','2014-05-01 21:59:11','Other','Possibly Positive'
'Heran sasaran mulu jokowi @teh_tariq: Buruh maunya siapa yg jd Presiden?@ojih_theNextmen @VIVAnews: Demo di Istana  Buruh Tolak Jokowi','461882412431982592','RRudian','2014-05-01 21:58:43','Other','Possibly Negative'
'@al__makky ya itu baca conversation sblmnya. Itu ketakutan pd Ahok  kader macam bahtiar nasir kalau jokowi presiden akan mengkafirkan IND.','461882291091169280','abittsabit','2014-05-01 21:58:14','Other','Possibly Negative'
'Boni Hargens: Kabinet Jokowi Harus Profesional http://t.co/Eimgpsvf65  #sayapilihjokowi #jokowiforpresident','461882280555081728','yunitatika_sari','2014-05-01 21:58:11','Other','Possibly Positive'
'RT @zetto_fearless: @TrioMacan2000 @ma_kenari : jokowi calon presiden seyogyanya di hormati  kapan negara ini maju kalau cm menjelek2an ora?','461882214490193920','ma_kenari','2014-05-01 21:57:55','Other','Possibly Positive'
'RT @Relawan_jokowi: Jangan pernah berani berjanji kepada buruh kalau di perusahaannya sendiri masih bermasalah dengan buruhnya @Prabowo08 @?','461882198329544705','JASMEVSulSel','2014-05-01 21:57:52','Other','Possibly Negative'
'Ganti jantung pisang @iwanokem: capres koq jantungan  @liputan6dotcom: Kondisi Ini Bisa Bikin Jokowi Sport Jantung http://t.co/AWAnAvaF6l','461882195506782209','setanalas12','2014-05-01 21:57:51','Other','Possibly Positive'
'Jokowi Kantongi Dukungan Serikat Petani Indonesia: Jakarta  HanTer - Serikat Petani Indonesia (SPI) resmi meny... http://t.co/8mFbnZK6vu','461882186816180225','TerbitNews','2014-05-01 21:57:49','Other','Possibly Positive'
'RT @Andrifrz_: Prabowo dan Jokowi itu sama saja   yg sdikit beda itu Abu Rizal Bakrie  botak soalnya :|','461882145133195264','luhurjalu','2014-05-01 21:57:39','Other','Possibly Negative'
'jokowi bkn org yg didukung o/ kepentingan2 pengusaha yg merugikan buruh. Nah disini gw ngakak kwkwkwk','461882129945993217','adamputras','2014-05-01 21:57:35','Other','Possibly Negative'
'Ya ialah...kandidat lain kan yg dukung UU Outsourching ga mgkn mau tanda tangan.1 lg bukti jokowi tdk pro rakyat.@korantempo @bocoaluih87','461882104364535808','Regar69M','2014-05-01 21:57:29','Other','Possibly Negative'
'Jokowi..! @okezonenews: Malam Ini PPP Gelar Rapat Tertutup Tentukan Arah Koalisi http://t.co/THcVCsC6qP','461882018440032256','irhamali','2014-05-01 21:57:09','Other','Possibly Negative'
'Jgn Proyek ddkan RT @bogeloblast: Kok aneh ini akun macan2000 benci jokowi tp seolah2 dkung RR jd ... http://t.co/mV1YgcT57C','461881987867758592','reynard_s','2014-05-01 21:57:01','Other','Possibly Negative'
'Krn jokowi sdh karbitan ya@PartaiSocmed: Jadi jelas sudah bukan tokoh yg dipopulerkan secara karbitan yg dibutuhkan Jokowi dlm petarungan','461881978061455361','singa_maritim','2014-05-01 21:56:59','Other','Possibly Positive'
'Dah tau kaliee kan banyak iklannya pake TV kw @Tina_Talisa: Ada yg tau resep jamu ala Jokowi yg diminum tiap hari selama 16 thn terakhir?','461881878585171970','pejoeangkata','2014-05-01 21:56:35','Other','Possibly Positive'
'Ngakak tp realita jg ya @FerryMaitimu:  @PartaiSocmed: Jokowi juga suka kuda. Cuma ada sedikit @firmanwangsagun http://t.co/qixo1reeSw','461881864483926016','RRudian','2014-05-01 21:56:32','Other','Possibly Positive'
'RT @iyandani4: @budi254 @Ronnie_Rusli @HarryAnugrah3 @OkanHadiwinata @tmmontn @ilung34 betuul  Jokowi banyak pendukungnya...','461881858716753920','tmmontn','2014-05-01 21:56:31','Other','Possibly Positive'
'janggan pilih pemimpin yang pinter ngomong aja pilih pemimpin yang mau kerja seperti jokowi','461881795328229378','agungpurnata','2014-05-01 21:56:16','Other','Possibly Positive'
'buruh bnyk mwnya @JokowiCentre: @jokowi_do2:Dialog Pmerntah-Buruh Hrs Sring Dilakukn @PDI_Perjuangan @Presiden2014com http://t.co/UHiAiweoqx','461881764906934274','painKhadeer','2014-05-01 21:56:08','Other','Possibly Positive'
'@TrioMacan2000 @ma_kenari : jokowi calon presiden seyogyanya di hormati  kapan negara ini maju kalau cm menjelek2an orang','461881716676636673','zetto_fearless','2014-05-01 21:55:57','Other','Possibly Positive'
'Cc @opahcuki @indrajpiliang @_pi2ng @okezonenews Buruh merasa ditipu @rieke_diah tentang dukungan ke jokowi.','461881700847747072','TaufikRahman78','2014-05-01 21:55:53','Other','Possibly Positive'
'Ayu tingting tgl 20juni pak jokowi tgl 21 juni tapi kenapa km begitu jauh di tgl 19 desember :( kan gak bisa ngerayain bareng @maudyayunda','461881598816690176','vikkarisma','2014-05-01 21:55:29','Other','Possibly Negative'
